# This file is adapted from P. Barbier's constellation boundary file:
# https://watcheroftheskies.net/constellations/bound_18.txt
# which in turn is based on the machine-readable version of E. Delporte's
# originAql 1930 IAU constellation boundaries, available here:
# ftp://cdsarc.u-strasbg.fr/pub/cats/VI/49/
# In Barbier's version, vertices for each constellation boundary
# are arranged in continuous counterclockwise order.  Columns are:
# RA, Dec, Con
# RA is vertex right ascension in decimAql hours (B1875)
# Dec is vertex declination in decimAql degrees (B1875)
# Con is IAU abbreviation of constellation for vertex, capitalized correctly.
# Serpens Cauda and Serpens Caput are abbreviated Ser1 and Ser2, respectively.
# -Tim DeBenedictis (timd@southernstars.com) 25 Mar 2020

22.8666667,+34.500000,And
22.8666667,+52.500000,And
23.3333333,+52.500000,And
23.3333333,+50.000000,And
23.5833333,+50.000000,And
23.5833333,+48.000000,And
 0.1666667,+48.000000,And
 0.1666667,+46.000000,And
 0.8666667,+46.000000,And
 0.8666667,+48.000000,And
 1.1166667,+48.000000,And
 1.1166667,+50.000000,And
 1.3666667,+50.000000,And
 1.6666667,+50.000000,And
 1.6666667,+47.000000,And
 2.0416667,+47.000000,And
 2.0416667,+50.500000,And
 2.5166667,+50.500000,And
 2.5166667,+36.750000,And
 2.0000000,+36.750000,And
 2.0000000,+35.000000,And
 1.4083333,+35.000000,And
 1.4083333,+33.000000,And
 0.7166667,+33.000000,And
 0.7166667,+23.750000,And
 0.8500000,+23.750000,And
 0.8500000,+21.000000,And
 0.1416667,+21.000000,And
 0.1416667,+22.000000,And
 0.0666667,+22.000000,And
 0.0666667,+28.000000,And
 0.0000000,+28.000000,And
 0.0000000,+31.333333,And
23.7500000,+31.333333,And
23.7500000,+32.083333,And
23.5000000,+32.083333,And
23.5000000,+34.500000,And
 9.3666667,-24.000000,Ant
 9.7500000,-24.000000,Ant
 9.7500000,-26.500000,Ant
10.2500000,-26.500000,Ant
10.2500000,-29.166667,Ant
10.5833333,-29.166667,Ant
10.5833333,-31.166667,Ant
10.8333333,-31.166667,Ant
10.8333333,-35.000000,Ant
11.0000000,-35.000000,Ant
11.0000000,-39.750000,Ant
 9.3666667,-39.750000,Ant
 9.3666667,-36.750000,Ant
13.6666667,-82.500000,Aps
13.6666667,-75.000000,Aps
13.6666667,-70.000000,Aps
14.7500000,-70.000000,Aps
17.0000000,-70.000000,Aps
17.0000000,-67.500000,Aps
17.5000000,-67.500000,Aps
18.0000000,-67.500000,Aps
18.0000000,-75.000000,Aps
18.0000000,-82.500000,Aps
20.5333333,+00.000000,Aqr
20.5333333,+02.000000,Aqr
20.8333333,+02.000000,Aqr
21.3333333,+02.000000,Aqr
21.4666667,+02.000000,Aqr
21.4666667,+02.750000,Aqr
21.6666667,+02.750000,Aqr
21.6666667,+01.750000,Aqr
22.0000000,+01.750000,Aqr
22.0000000,+02.000000,Aqr
22.7500000,+02.000000,Aqr
22.7500000,+00.000000,Aqr
22.7500000,-04.000000,Aqr
23.8333333,-04.000000,Aqr
23.8333333,-07.000000,Aqr
23.8333333,-25.500000,Aqr
23.0000000,-25.500000,Aqr
21.8666667,-25.500000,Aqr
21.8666667,-09.000000,Aqr
21.3333333,-09.000000,Aqr
21.3333333,-15.000000,Aqr
20.5333333,-15.000000,Aqr
20.5333333,-09.000000,Aqr
18.5833333,+00.000000,Aql
18.5833333,+02.000000,Aql
18.8666667,+02.000000,Aql
18.8666667,+06.250000,Aql
18.6622222,+06.250000,Aql
18.6622222,+12.000000,Aql
18.8666667,+12.000000,Aql
18.8666667,+18.500000,Aql
19.0000000,+18.500000,Aql
19.0000000,+16.166667,Aql
19.8333333,+16.166667,Aql
19.8333333,+15.750000,Aql
20.1416667,+15.750000,Aql
20.1416667,+08.500000,Aql
20.3000000,+08.500000,Aql
20.3000000,+02.000000,Aql
20.5333333,+02.000000,Aql
20.5333333,+00.000000,Aql
20.5333333,-09.000000,Aql
20.0000000,-09.000000,Aql
20.0000000,-12.033333,Aql
18.8666667,-12.033333,Aql
18.8666667,-04.000000,Aql
18.5833333,-04.000000,Aql
16.4208333,-60.000000,Ara
16.4208333,-45.500000,Ara
17.8333333,-45.500000,Ara
18.0000000,-45.500000,Ara
18.0000000,-57.000000,Ara
17.5000000,-57.000000,Ara
17.5000000,-67.500000,Ara
17.0000000,-67.500000,Ara
16.8333333,-67.500000,Ara
16.8333333,-65.000000,Ara
16.7500000,-65.000000,Ara
16.7500000,-63.583333,Ara
16.5833333,-63.583333,Ara
16.5833333,-61.000000,Ara
16.4208333,-61.000000,Ara
 2.0000000,+09.916667,Ari
 1.6666667,+09.916667,Ari
 1.6666667,+25.000000,Ari
 1.9166667,+25.000000,Ari
 1.9166667,+27.250000,Ari
 2.4166667,+27.250000,Ari
 2.4166667,+30.666667,Ari
 2.7166667,+30.666667,Ari
 3.3666667,+30.666667,Ari
 3.3666667,+19.000000,Ari
 3.2833333,+19.000000,Ari
 3.2833333,+09.916667,Ari
 4.5000000,+30.666667,Aur
 4.5000000,+36.000000,Aur
 4.6916667,+36.000000,Aur
 4.6916667,+52.500000,Aur
 5.0000000,+52.500000,Aur
 5.0000000,+56.000000,Aur
 6.1000000,+56.000000,Aur
 6.1000000,+54.000000,Aur
 6.5000000,+54.000000,Aur
 6.5000000,+50.000000,Aur
 6.8000000,+50.000000,Aur
 6.8000000,+44.500000,Aur
 7.3666667,+44.500000,Aur
 7.3666667,+35.500000,Aur
 6.5333333,+35.500000,Aur
 6.5333333,+28.000000,Aur
 5.8833333,+28.000000,Aur
 5.8833333,+28.500000,Aur
 4.7500000,+28.500000,Aur
 4.7500000,+30.000000,Aur
 4.5000000,+30.000000,Aur
15.0833333,+08.000000,Boo
13.5000000,+08.000000,Boo
13.5000000,+15.000000,Boo
13.5000000,+28.500000,Boo
13.9583333,+28.500000,Boo
13.9583333,+30.750000,Boo
14.0333333,+30.750000,Boo
14.0333333,+48.500000,Boo
14.0333333,+55.500000,Boo
14.4166667,+55.500000,Boo
15.2500000,+55.500000,Boo
15.2500000,+53.000000,Boo
15.7500000,+53.000000,Boo
15.7500000,+51.500000,Boo
15.7500000,+40.000000,Boo
15.4333333,+40.000000,Boo
15.4333333,+33.000000,Boo
15.1833333,+33.000000,Boo
15.1833333,+26.000000,Boo
15.0833333,+26.000000,Boo
 4.2666667,-40.000000,Cae
 4.2666667,-37.000000,Cae
 4.5833333,-37.000000,Cae
 4.5833333,-30.000000,Cae
 4.7000000,-30.000000,Cae
 4.7000000,-27.250000,Cae
 4.8333333,-27.250000,Cae
 5.0000000,-27.250000,Cae
 5.0000000,-43.000000,Cae
 4.8333333,-43.000000,Cae
 4.8333333,-46.500000,Cae
 4.5000000,-46.500000,Cae
 4.5000000,-49.000000,Cae
 4.2666667,-49.000000,Cae
