PIXL-1;47448;;400.575/2262.500;;9k6 MSK FM;;active
PLANETUM-1;52738;145.925 ;436.680 ;436.680 ;9k6* GFSK CW;;re-entered
PlantSat;52188;;437.240 ;;4k8 FSK;;re-entered
PLATERO;58262;;2217.900 ;;5000k QPSK;;unknown
Platform-1;52770;;400.360 ;;2k4/4k8*/9k6 GFSK;SS2141;re-entered
Platform-2;55067;;401.360 ;;4k8 GFSK;;re-entered
Platform-3;56183;;401.360 ;;4k8 GMSK;;re-entered
Platform-5;58339;;401.360/2277.500;;4k8 GMSK;PL0005;re-entered
Platform-6;;;401.360 ;;4k8_GMSK;;to be launched
Pleiades-Orpheus;;;437.400 ;;LoRa;;unknown
Pocket-PUCP;;;437.200 ;437.200 ;1k2 AFSK CW;;inactive
POEM-4;62461;145.825 ;145.870 ;;1k2AFSK FM APRS SSTV;;re-entered
PolyITAN-1;40042;;437.677 ;437.677 ;9k6 FSK CW;EM0UKP;inactive
PolyITAN-2-SAU;42732;;436.600 ;;9k6 BPSK;QBUA01;re-entered
PolyITAN-HP-30;55080;;436.600 ;;9k6 BPSK;;unknown
Polytech-Universe-1;53372;;436.896/436.996;;;125k LoRa;re-entered
Polytech-Universe-2;53371;;437.476/437.576;;;125k LoRa;re-entered
Polytech-Universe-3;57191;;435.415 ;;LoRa/FSK;RS46S;active
Polytech-Universe-4;61747;;437.785 ;;LoRa;RS71S;unknown
Polytech-Universe-5;61745;;437.885 ;;LoRa;RS70S;unknown
Polytech-Universe-6;;;436.350 ;;LoRa;RS10S;unknown
Pony-Express-2A;59105;;400.840 ;;19k6_GMSK;;unknown
Pony-Express-2B;59104;;401.340 ;;19k6_GMSK;;unknown
POPSAT-HIP1;40028;;437.405 ;437.405 ;1k2 9k6 CCSDS CW;POPSAT;inactive
POQUITO;;;437.050 ;437.050 ;9k6 GFSK CW;;inactive
PO-28;22829;145.925/145.975;435.075/435.275;;9k6 FSK;POSAT1-11 12;inactive
PO-34;25520;436.500 ;;;Spectrum;;inactive
PO-63;29712;;145.825 ;;1k2 AFSK;LU1YUC;inactive
PO-101;43678;437.500 ;145.900 ;145.900 ;FM* CW;D1W2PH;active
PRAETORIAN-SDA_610;65573;;2225.671 ;;FM;;unknown
Pratham;41783;;437.455 ;145.980 ;1k2 AFSK CW;PRATHAM;inactive
PRELUDE;;;;;;;unknown
PRETTY;58023;;137.500/137.740*;;38k4 GFSK;;unknown
PrintSat;;;437.325 ;;9k6 GMSK;;failure
PRISM;33493;;437.425 ;437.250 ;1k2AFSK 9k6GMSK CW*;JQ1YCX;re-entered
Proci-2;;;2217.000 ;;FM;;unknown
Proiteres;38756;;437.485 ;437.485 ;1k2 AFSK CW;JL3YZL;inactive
Proiteres-2;;435.650 ;145.850 ;145.850 ;1k2AFSK CW;;unknown
PROMETHEUS-1;;;437.400 ;;LoRa;;unknown
PROTOMETHEE-1;58321;;401.050*/401.450/402.925/2220.000/2262.000/2280.700;;FM;;inactive
Prox-1;44339;437.345 ;2300.000 ;;;;unknown
PSAT;40654;28.120/145.825;435.350/145.825;;1k2 AFSK PSK31;PSAT;re-entered
PSAT-2;44354;29.350/145.825;145.825/435.350*/437.605;;1k2 SSTV* PSK31;PSAT2;re-entered
PSAT-3;;;437.235/2420.000;;LoRa;;unknown
PTD-4;60565;;401.205 ;;9k6 GFSK;PT4F1N;unknown
PTD-R;60523;;401.205 ;;9k6 GFSK;PTRF1N;unknown
PTecSat;;;436.000/437.000-437.200;;1k2 AFSK;;unknown
PUCP-SAT-1;39442;145.840 ;145.840/437.200;;1k2 AFSK;;inactive
PULSAR-IOV;;;;;;;unknown
PW-6U;;;2265.500 ;;;;unknown
PW-Sat1;38083;435.020 ;145.900 ;145.902 ;1k2 BPSK FM CW;VOID;inactive
PW-Sat2;43814;;435.275 ;;1k2/9k6* BPSK;;re-entered
PyCubed-1;;;437.290 ;;3000 FSK LoRa;;unknown
Pyxis;;;2278.000 ;;FM;;unknown
PY4-1;59138;;915.600 ;;LoRa;;unknown
PY4-2;59139;;915.600 ;;LoRa;;unknown
PY4-3;59145;;915.600 ;;LoRa;;unknown
PY4-4;59144;;915.600 ;;LoRa;;unknown
QARMAN;45263;;437.350 ;;9k6 GMSK;ON05BE;re-entered
QB50p1;40025;435.047-435.077;145.965-145.935;145.815 ;1k2 BPSK CW SSB;QB50P1;inactive
QB50p2;40032;435.080 ;145.880/145.840;145.880 ;1k2 BPSK CW FM;QB50P2;inactive
QBEE;42708;;435.800 ;;9k6 GFSK;ON01SE;re-entered
QBITO;42728;;436.810 ;;9k6 GFSK;;re-entered
QBUA01;;;436.600 ;;9k6 BPSK;;unknown
QIKCOM-1;;145.825 ;145.825 ;144.390 ;1k2 AFSK;QIKCOM;inactive
QMR-KWT;48943;;436.500 ;;9k6 GMSK;LZ0KWT;re-entered
QMR-KWT-2;67291;145.920 ;436.950 ;;2k4*GMSK_USP SSTV FM;RS95S;active
QO-100;43700;2400.050-2400.300;10489.550-10489.800;;Linear  transponder;;inactive
QO-100;43700;2401.500-2409.500;10491.000-10499.000;;Digital transponder;;inactive
QPS-SAR-8;60542;;2254.000;;FM;;unknown
QUAKESAT;27845;;436.682 ;;9k6 FSK;KD7OVB;inactive
Quantutong-1;43158;436.100/2415.000/5667.000;436.100*/2415.000/5845.000;;9k6 GMSK/5M OFDM;;inactive
QUBE;60476;;435.600 ;;9k6 GFSK;DP2QU;active
QUBE2;69024;;435.600*/437.900/2282.500;;2k4_FSK FM;;unknown
Qubesat;;;437.740 ;;5k5 2FSK;;failure
QUbeSat1;;;;;;;unknown
Qubescout-S1;39443;;437.525 ;;9k6 GMSK;;re-entered
Qubik-1;;;435.240 ;;9k6GFSK/GMSK/BPSK 19k2/38k4QPSK;;failure
Qubik-2;;;435.340 ;;9k6GFSK/GMSK/BPSK 19k2/38k4QPSK;;failure
Qubik-3;53958;;435.240 ;;9k6 GFSK/BPSK;;re-entered
Qubik-4;53958;;435.240 ;;9k6 GFSK/BPSK;;re-entered
Qubik-5;;;453.240 ;;;;to be launched
QUETZAL-1;45598;;437.200 ;;4k8 GMSK;;re-entered
QUICK-3;;;;;;;unknown
Q-PACE;;;437.275 ;;9k6 FSK;;inactive
R2;;;401.050 ;;FM;;unknown
R5-S1;;;;;;;failure
R5-S2-2.0;60207;;1621.250 ;;FM;;unknown
R5-S4;60204;;1621.250 ;;FM;;unknown
Raavana-1;44329;;437.375 ;437.375 ;4k8 GMSK CW;JG6YLG;re-entered
RACE;;;437.525 ;437.525 ;38k4 GMSK CW;;failure
RADARSAT-2;32382;;2230.000 ;;FM;;unknown
RadFxSat;43017;435.250 ;145.960 ;145.960 ;FM* CTCSS 67.0/200bps DUV;;active
RadFXsat-2;47311;145.860-145.890;435.790-435.760;435.750 ;1k2 BPSK SSB CW*;;re-entered
RadSat-g;43553;;437.425 ;;9k6 GMSK;K7MSU;re-entered
RadSat-SK;57313;145.830 ;435.400 ;;9k6 GMSK;;re-entered
RadSat-u;45262;;437.425 ;;19k2 GMSK;;re-entered
RAFT;29661;145.825 ;145.825 ;;1k2 AFSK;RAFT;re-entered
RAIKO;38852;;2.285GHz 13GHz;2285.000;38.4K-500K BPSK;;non-amateur
RAMSAT;48850;;436.300 ;;9k6 FSK;CQ;re-entered
RANDEV;52898;;436.030 ;;1k2*/9k6 BPSK;RANDEV;unknown
RANGE-A;43772;;437.150 ;;0.1k-115.2k FSK/MSK/GFSK/GMSK;;inactive
RANGE-B;43773;;437.475 ;;0.1k-115.2k FSK/MSK/GFSK/GMSK;;inactive
RASAT;37791;;437.400 ;;9k6 FSK;RASAT0-11 12;inactive
RASCube-1;;;;;;;unknown
Rassvet-2-1;59779;;;;;;unknown
Rassvet-2-2;59780;;;;;;unknown
Rassvet-2-3;59781;;;;;;unknown
RAX-1;37223;;437.505 ;;9k6 GMSK;RAX1;inactive
RAX-2;37853;;437.345 ;;9k6 GMSK;;re-entered
Rawhide;;;;;;;unknown
Reaktor Hello World;43743;;437.775/2410.000;437.775 ;9k6* GFSK/1M MSK CW*;OH2RHW1;re-entered
REAL;64875;;450.060/2202.000;;9k6 GFSK FM;WR9XTX;active
Red Diamond;42783;;401.150 ;;9k6 FSK;;re-entered
Replicator;60235;;401.725 ;2246.500 ;9k6 GMSK;;unknown
ReshUCube-1;53382;;435.380 ;;2k4/9k6/19k2*GMSK_USP;RS8S;re-entered
ReshUCube-2;57168;;435.640/435.742/436.000/436.675;;9k6 FSK/DOKA LoRa;RS37S;inactive
RHOK-SAT;66907;;435.425 ;;1k2/9k6_BPSK;;unknown
RIDUSat-1;64531;;145.825/145.925*;;1k2 AFSK/GMSK*;;unknown
RINCON;;;436.870 ;437.345 ;1k2 AFSK;WA4CEW;failure
RISING-2;39769;435.xxx ;2401.xxx ;;1k2 9k6-96k;;non-amateur
ROBUSTA-1A;38084;;437.325 ;;1k2 AFSK;;re-entered
ROBUSTA-1B;42792;;437.325 ;437.325 ;1k2 AFSK CW;FX6FR;re-entered
ROBUSTA-1C;44395;;436.750 ;;9k6 GFSK;;re-entered
ROBUSTA-1D;53111;;436.500 ;;1k2AFSK 2k4*/9k6GMSK;FX6FRB;inactive
ROBUSTA-1E;58471;;436.250 ;;2k4/9k6*FSK;FX6FRC;re-entered
ROBUSTA-1F;53109;;436.750 ;;1k2AFSK 2k4*/9k6GMSK;FX6FRA;inactive
ROBUSTA-3A;60243;;436.750 ;2202.000 ;9k6 FSK;FX6FRD;active
Romeo-n-Leo-165;56206;;402.788 ;;FM;;re-entered
ROM-2;56994;;436.235 ;;500 GPSK;;inactive
ROM-3;58568;;436.235 ;;5000 GFSK;;unknown
Rose;;;2213.000 ;;FM;;unknown
RoseyCubesat-1;56212;145.850 ;436.825 ;;1k2/9k6* BPSK;ROSEY1;re-entered
RSP-00;43639;;145.890/436.930;145.890 ;1k2AFSK 38k4 pi/4QPSK CW;8J1RSP;re-entered
RSP-01;47925;;145.810 ;145.810 ;1k2AFSK/9k6*GMSK/19k2FSK CW;8N1RSP;re-entered
RSP-02;;;145.910 ;145.910 ;9k6_GMSK CW;;to be launched
RSP-03;65732;;437.050 ;437.050 ;1k2_AFSK 2k4_4FSK OQPSK 9k6*_GMSK CW*;JS1YOY;re-entered
RSP-04;;;;;128k;;to be launched
RS-1;11085;;;;;;non-operational
RS-2;11086;;;;;;non-operational
RS-3;12997;;;;;;non-operational
RS-4;13000;;;;;;non-operational
RS-5;12999;;;;;;non-operational
RS-6;13002;;;;;;non-operational
RS-7;13001;;;;;;non-operational
RS-8;12998;;;;;;non-operational
RS-9;;;;;;;Project Canceled
RS-10;18129;;29.357 ;29.357/29.403;CW;;non-operational
RS-11;18129;;29.357 ;29.357/29.403;CW;;non-operational
RS-12;21089;21.210- 21.250;29.410- 29.450;29.408 ;SSB CW;;non-operational
RS-13;21089;21.260- 21.300;145.860-145.900;145.862 ;SSB CW;;non-operational
RS-14;21087;;145.822 ;145.822/145.948;CW;;non-operational
RS-15;23439;;29.3525;29.3525/29.3987;CW;;non-operational
RS-16;24744;;435.510 ;435.510 ;CW;;re-entered
RS-17;24958;;145.820 ;145.820 ;CW;;re-entered
RS-18;25533;;145.812 ;145.812 ;CW;;re-entered
RS-19;25685;;145.815 ;145.815 ;CW;;re-entered
RS-20;27560;;145.828 ;145.828/435.319;CW;;re-entered
RS-21;27394;;145.825 ;145.825 ;CW;;re-entered
RS-22;27939;;432.098 ;432.098/435.352;CW;;non-operational
RS-23;28523;;435.215 ;435.215/435.315;CW;;non-operational
RS-24;;;;;;;unknown
RS-25;28898;;435.325 ;435.325 ;CW;;unknown
RS-26;28893;;;;;;Engineering
RS-27;;;;;;;failure
RS-28;35869;;435.264 ;435.264 ;CW;;non-operational
RS-29;;;;;;;ID reserved
RS-30;32953;;435.215 ;435.215/435.315;CW;;non-operational
RS-31 to RS-37;;;;;;;for ORBCOMM
RS-38;35868;;435.490 ;435.490 ;CW;;non-operational
RS-39;38051;;435.215 ;435.215/435.315;CW;;non-operational
RS-40;38735;;435.365 ;435.365 ;CW;;non-operational
RS-41;39492;;435.265 ;435.265 ;CW;;non-operational
RS-42;;;;;;;unknown
RS-43;39133;;435.215 ;435.215/435.265;CW;;non-operational
RS-44;44909;145.935-145.995;435.670-435.610;435.605 ;SSB CW*;RS44;operational
RS-45;;;;;;;unknown
RS-46;39497;;435.465 ;435.465/435.565;CW;;non-operational
RS-47;39765;;435.465 ;435.465/435.565;CW;;non-operational
RS-48;41465;;435.315 ;435.315 ;CW;;re-entered
RTU-MIREA1;61785;;436.200 ;436.200 ;9k6 GFSK CW;RS51S;active
Ruzaevka-390;61766;;437.050 ;;1143 AFSK SSTV;RS44S;inactive
RUVDSSat1;;;;;;;unknown
RWASAT-1;44790;;;;;;re-entered
SACRED;;;436.870 ;;1k2 AFSK;WA4CEW;failure
SAFIR-S;25399;;;2401.900 ;9k6 FSK;DP1AIS;inactive
SaganSat0;60958;145.825;145.825/437.050;437.050 ;1k2AFSK 4k8GMSK APRS CW;JG6YPC;inactive
SAKHACUBE-CHOLBON;67290;;437.350 ;;2k4/9k6*GMSK_USP SSTV;RS18S;active
SAKURA;60954;145.825 ;437.375 ;437.375 ;1k2AFSK 4k8*GMSK APRS CW*;JS1YNI;re-entered
SALSAT;46495;;435.900/435.950*;;1k2 AFSK;;inactive
SAL-E;68458;;436.965 ;;9k6_GFSK;KK6HIT-6;active
SamSat-218D;41466;435.590-435.610;145.850-145.890;145.870 ;TRXSSAU CW;SAMSAT218D;re-entered
SamSat-ION;57173;;437.400 ;437.400 ;1k2*/2k4 FSK CW;RS36S;inactive
SamSat-ION2;61784;;437.400 ;;1k2 FSK;RS75S;active
SamSat-Ionosphere;61784;;437.400 ;;1k2 FSK;RS75S;active
SAMWISE;;;437.400/2427.000;;;;unknown
SanoSat-1;51031;436.235 ;436.235 ;436.235 ;500 GFSK RTTY CW;AM9NPQ;re-entered
Sapling-1;;;437.400 ;;LoRa;;unknown
Sapling-2;56214;;437.400 ;;LoRa;KN6HCC;re-entered
SARAL;39086;;465.988/1703.000/2203.200;;800 BPSK FM;;active
Sateliot-0;56183;;401.360 ;;4k8 GMSK;;re-entered
Sateliot-1;47961;;399.975/400.550;;QPSK;;re-entered
Sateliot-2;60534;;;;;;unknown
Sateliot-3;60552;;2189.800 ;;200k BPSK;;unknown
Sateliot-4;60534;;;;;;unknown
SATGUS;62713;;400.200 ;;9k6 GFSK;GRAF1N;inactive
Sathyabamasat;41600;;145.980 ;;2k4 BPSK CW;SNSAT;re-entered
SATLLA-1;46924;;437.250/2401.000;;LoRa 476-9k6;;re-entered
SATLLA-2A;50984;;437.250 ;;9k6 FSK 62.5k LoRa*;;unknown
SATLLA-2B;50986;;437.250 ;;9k6 FSK 62.5k LoRa*;;unknown
SATLLA-2I;56227;;437.250 ;;LoRa;;unknown
SATMAR;64537;;161.863/2221.500;;FM;;unknown
Satoro-T2;60477;;400.425 ;;2k4 BPSK;BN0TR2;unknown
Satoro-T3;64589;;401.970/2280.000;;2k4 BPSK FM;BN0TR3;inactive
Saturn;57174;;435.790 ;;1k2 AFSK;RS43S;active
SATurnin-1;;;400.575/401.500;;FM;;unknown
SaudiSat-1A;26545;;436.775 ;;9k6 FSK;SASAT1-11 12;inactive
SaudiSat-1B;26549;;436.075 ;;9k6 FSK;SASAT2-11 12;inactive
SaudiSat-1C;27607;145.850 ;436.795 ;;FM;;active
SaudiSat-4;40016;;;;Ka-band SSB;;inactive
SAMWISE;;;437.400/2427.000;;;;to be launched
SBUDNIC;52774;;435.000 ;;LoRa;;re-entered
SCH-619;;;;;;;unknown
SCION-X;;;;;;;to be launched
Scooby;64584;;401.100/402.790/2200.500;;4k8 GMSK FM;HUBBLE5;inactive
SCOOB-2;57484;;437.500 ;;9k6 GFSK;;inactive
Scorpion;67293;;435.240*/435.340/436.650/2410.000;;1k2_AFSK;RS89S;active
Scout-1;59140;;401.500 ;;FM;;unknown
SC-ODIN;57312;436.525 ;436.525 ;;GMSK;;re-entered
SC-Sat1;;;;;;;failure
SC-Sat1a;;;2278.600 ;;;;failure                                    .                 .                 .                                               f
SDSAT;47721;;435.500 ;435.500 ;LoRa RTTY CW;;inactive
SDX-01;62459;;436.500 ;;9k6 BPSK;;unknown
SDX-02;62460;;2210.000 ;;1500000 BPSK;;unknown
SeaLion;;;;;;;to be launched
SEAM;;;437.250 ;;9k6 GMSK;SA0SAT;failure
SEAM-2.0;44411;;437.250/2208.200;;9k6 GMSK;;re-entered
SECM-1;40928;;435.645 ;;4k8*/9k6 GMSK;;re-entered
Sedna-1;60580;;400.625 ;;2k4 GFSK;;inactive
Sedna-2;;;400.575/400.625;;FM;;inactive
SEDSAT-1;25509;;437.910 ;;9k6 FSK;SEDSAT;inactive
SEEDS;;;437.485 ;;1k2 AFSK;JQ1YGU;failure
SEEDS-II;32791;;437.485 ;437.485 ;1k2AFSK CW*;JQ1YGU;active
SeeMe;;;437.425/2425.000;437.450 ;CW;;inactive
Sedna-2;63153;;400.575/400.625;;FM;;inactive
SELENE;69020;;2255.000 ;;50k_FSK;;unknown
SelfieSat;53951;;437.500 ;;9k6 2FSK;WJ2XOX;re-entered
Sentry;59140;;401.500 ;;FM;;unknown
Serenity;;;437.100 ;;4k8 AFSK;;failure
Serenity-2;53955;;437.100 ;;4k8 AFSK;;re-entered
Serenity-3;60206;;437.100 ;;4k8 GFSK;;unknown
SERPENS;40897;;145.980/437.365;;1k2 MSK/9k6 GFSK CW;PY0ESA;re-entered
SERT3;;;;;;;unknown
SGSat;42703;;437.450 ;;9k6 FSK;;unknown
Shaonian-Xing;43199;;;436.370 ;9k6 BPSK;MXSAT;active
Shaggy;64566;;401.100/402.790/2200.500;;4k8 GMSK FM;HUBBLE4;inactive
SharjahSat-1;55104;;437.325/2405.000;;256/1k2/9k6* GMSK;A60UOS;active
SharjahSat-2;;;437.325/2405.000;;9k6_GMSK;;unknown
SHERPA-AC1;52763;;;400.500/400.481;FM CW;;inactive
SHIELDS-1;43850;;400.250 ;;9k6 GFSK;SHIELD;active
ShindaiSat;39572;;437.305 ;437.485 ;1k2 AFSK CW;JR0ZST;re-entered
SHIN'EN2;40320;145.940-145.960;435.280-435.260;437.385/437.505;SSB WSJT/CW;JG6YIG;deep space
SibSU;53382;;435.380 ;;2k4/9k6*/19k2 GMSK_USP;RS8S;re-entered
SIDROC-PQ1;;;401.500 ;;;;to be launched
SIDROC-PQ2;;;401.500 ;;;;to be launched
SIGMA;43134;;435.780 ;;9k6 BPSK;;inactive
SilverSat;66909;;437.175 ;437.175 ;9k6_GMSK SSDV CW;WP2XGW;re-entered
SIMBA;46279;;401.175 ;;1k2 BPSK;;re-entered
Siren;53384;;437.750 ;;2k4/9k6* GMSK_USP;RS30S;re-entered
SiriusSat-1;43595;;435.570/435.619;;4k8 GMSK;RS13S;re-entered
SiriusSat-2;43596;;435.670/435.719;;4k8 GMSK;RS14S;re-entered
Sirius-SINP-3U;57170;;436.550 ;;1k2AFSK/4k8GMSK;;inactive
SITRO-AIS-5;57176;;401.134 ;;2k4 GMSK_USP;SC3227;active
SITRO-AIS-6;57192;;401.170 ;;2k4 GMSK_USP;SC3228;active
SITRO-AIS-7;57194;;401.200 ;;2k4 GMSK_USP;SC3229;active
SITRO-AIS-8;57193;;401.230 ;;2k4 GMSK_USP;SC2210;active
SITRO-AIS-9;57201;;401.260 ;;2k4 GMSK_USP;SC2211;active
SITRO-AIS-10;57199;;401.290 ;;2k4 GMSK_USP;SC2212;active
SITRO-AIS-11;57208;;401.320 ;;2k4 GMSK_USP;SC2213;active
SITRO-AIS-12;57204;;401.350 ;;2k4 GMSK_USP;SC2214;active
SITRO-AIS-13;61743;;401.015 ;;2k4 GMSK_USP;SC3231;active
SITRO-AIS-14;61752;;401.035 ;;2k4 GMSK_USP;SC3232;active
SITRO-AIS-15;61738;;401.055 ;;2k4 GMSK_USP;SC3233;active
SITRO-AIS-16;61737;;401.075 ;;2k4 GMSK_USP;SC3234;active
SITRO-AIS-17;61789;;401.095 ;;2k4 GMSK_USP;SC3235;active
SITRO-AIS-18;61790;;401.115 ;;2k4 GMSK_USP;SC3236;active
SITRO-AIS-19;61759;;401.135 ;;2k4 GMSK_USP;SC3237;active
SITRO-AIS-20;61758;;401.155 ;;2k4 GMSK_USP;SC3238;active
SITRO-AIS-21;61739;;401.175 ;;2k4 GMSK_USP;SC2309;active
SITRO-AIS-22;61740;;401.195 ;;2k4 GMSK_USP;SC2310;active
SITRO-AIS-23;61742;;401.215 ;;2k4 GMSK_USP;SC2311;active
SITRO-AIS-24;61741;;401.235 ;;2k4 GMSK_USP;SC2312;active
SITRO-AIS-25;59066;;401.260 ;;2k4 GMSK_USP;SC2313;active
SITRO-AIS-26;59067;;401.290 ;;2k4 GMSK_USP;SC2314;active
SITRO-AIS-27;59068;;401.320 ;;2k4 GMSK_USP;SC2315;active
SITRO-AIS-28;59071;;401.350 ;;2k4 GMSK_USP;SC2316;active
SITRO-AIS-29;59052;;401.360 ;;2k4 GMSK_USP;SC2317;re-entered
SITRO-AIS-30;59053;;401.020 ;;2k4 GMSK_USP;SC2318;re-entered
SITRO-AIS-31;59054;;401.040 ;;2k4 GMSK_USP;SC2319;re-entered
SITRO-AIS-32;59057;;401.060 ;;2k4 GMSK_USP;SC2320;re-entered
SITRO-AIS-33;59055;;401.080 ;;2k4 GMSK_USP;SC2321;re-entered
SITRO-AIS-34;59058;;401.100 ;;2k4 GMSK_USP;SC2322;re-entered
SITRO-AIS-35;59056;;401.120 ;;2k4 GMSK_USP;SC2323;re-entered
SITRO-AIS-36;59059;;401.140 ;;2k4 GMSK_USP;SC2324;re-entered
SITRO-AIS-37;61780;;401.025 ;;2k4 GMSK_USP;SC2325;active
SITRO-AIS-38;61786;;401.045 ;;2k4 GMSK_USP;SC2326;active
SITRO-AIS-39;61778;;401.065 ;;2k4 GMSK_USP;SC2327;active
SITRO-AIS-40;61776;;401.085 ;;2k4 GMSK_USP;SC2328;active
SITRO-AIS-41;61760;;401.105 ;;2k4 GMSK_USP;SC2329;active
SITRO-AIS-42;61756;;401.125 ;;2k4 GMSK_USP;SC2330;active
SITRO-AIS-43;61755;;401.145 ;;2k4 GMSK_USP;SC2331;active
SITRO-AIS-44;61748;;401.165 ;;2k4 GMSK_USP;SC2332;active
SITRO-AIS-45;61788;;401.185 ;;2k4 GMSK_USP;SC2333;active
SITRO-AIS-46;61774;;401.205 ;;2k4 GMSK_USP;SC2334;active
SITRO-AIS-47;61773;;401.225 ;;2k4 GMSK_USP;SC2360;active
SITRO-AIS-48;61771;;401.245 ;;2k4 GMSK_USP;SC2370;active
SITRO-AIS-49;59060;;401.160 ;;2k4 GMSK_USP;SC2337;re-entered
SITRO-AIS-50;59061;;401.180 ;;2k4 GMSK_USP;SC2338;re-entered
SITRO-AIS-51;59062;;401.200 ;;2k4 GMSK_USP;SC2339;active
SITRO-AIS-52;59063;;401.220 ;;2k4 GMSK_USP;SC2340;re-entered
SITRO-AIS-53;59776;;401.050 ;;2k4 GMSK_USP;SC2341;active
SITRO-AIS-54;59777;;401.080 ;;2k4 GMSK_USP;SC2342;active
SITRO-AIS-55;59809;;401.108 ;;2k4 GMSK_USP;SC2343;active
SITRO-AIS-56;59778;;401.215 ;;2k4 GMSK_USP;SC2344;active
SITRO-AIS-57;67256;;401.002 ;;2k4 GMSK_USP;SC2371;unknown
SITRO-AIS-58;67258;;401.033 ;;2k4 GMSK_USP;SC2359;active
SITRO-AIS-59;67257;;401.048 ;;2k4 GMSK_USP;SC2356;unknown
SITRO-AIS-60;67260;;401.062 ;;2k4 GMSK_USP;SC2348;unknown
SITRO-AIS-61;67297;;401.077 ;;2k4 GMSK_USP;SC2349;inactive
SITRO-AIS-62;67296;;401.092 ;;2k4 GMSK_USP;SC2372;active
SITRO-AIS-63;67294;;401.108 ;;2k4 GMSK_USP;SC2351;unknown
SITRO-AIS-64;67292;;401.123 ;;2k4 GMSK_USP;SC2352;unknown
SITRO-AIS-65;67266;;401.137 ;;2k4 GMSK_USP;SC2353;unknown
SITRO-TD-3;67270;;401.173 ;;2k4 GMSK_USP;SC2345;active
SITRO-TD-4;67265;;401.197 ;;2k4 GMSK_USP;SC2354;active
SIT-2086;61764;;401.030 ;;2k4 GMSK_USP;SC2335;unknown
SIT-HSE;61763;;401.015 ;;2k4 GMSK_USP;SC2336;unknown
skCUBE;42789;437.100 ;437.100/2401.000;437.100 ;9k6 GMSK CW;OM9SAT;re-entered
Skif-D;54153;;435.566 ;;FM;;unknown
Skoltech-B1;53379;;435.000*/435.600;;9k6 GMSK_USP;R0AJU;re-entered
Skoltech-B2;53380;;435.000*/435.600;;9k6 GMSK_USP;R0AJU;re-entered
SkyBee-A01;62671;;401.050/2228.000;;2k4 FSK FM;;inactive
SkyBee-A02;64544;;401.050/2228.000;;2k4 FSK FM;;inactive
SkyCube;39567;;915.000 ;;57.6K;;non-amateur
Skylink-1;;;401.075 ;;9k6 FSK;;inactive
Skylink-2;;;401.075 ;;9k6 FSK;;inactive
SLIM;57800;;437.410 ;2212.000 ;CW;;inactive
SMEX-9;31304;;2282.500 ;;;;re-entered
SMOG-1;47964;;437.345 ;437.345 ;2GMSK CW;;re-entered
SMOG-P;44832;;437.150 ;;12.5k GMSK;;active
SM-1.2;;;;;;;unknown
SM-3.1;67275;;;;;;unknown
SNAPPY;;;2229.500 ;;FM;;unknown
SNIPE-A;56749;;435.450 ;;4k8 MSK_AX.100_Mode 5;;inactive
SNIPE-B;56745;;436.000 ;;4k8 MSK_AX.100_Mode 5;;active
SNIPE-C;56746;;436950. ;;4k8 MSK_AX.100_Mode 5;;inactive
SNIPE-D;56744;;437.800 ;;4k8 MSK_AX.100_Mode 5;;active
SNoOPI;59561;;;;P-band;;non-amateur
SNUGLITE;43784;;437.275/2405.000;;9k6 GMSK;;inactive
SNUGLITE-II;52899;;436.490/2405.000;;1k2 BPSK 9k6* GMSK;DS0DH;inactive
SNUGLITE-III-DURI;66661;;436.788/2405.000;;9k6 GMSK;DS0DH;active
SNUGLITE-III-HANA;66662;;436.460/2405.000;;9k6 GMSK;DS0DH;inactive
SNUSAT-1;42733;;436.090 ;;1k2 BPSK;ON02KR;re-entered
SNUSAT-2;43782;;437.625/2402.000;;9k6 BPSK/1.06Mbit DQPSK;;inactive
SNUSAT-1b;42727;;435.950 ;;1k2 BPSK;ON03KR;re-entered
SOAR;48851;;401.723 ;;;;re-entered
SOC-i;;;437.125 ;;4k8 GMSK;;unknown
Sokrat;44404;;436.000 ;;4k8 mobitex GMSK;;re-entered
SOCRATES;39768;;;;;;non-amateur
SOCRATES;;;914.700 ;;;;unknown
SOHLA-1;33496;;437.505 ;437.505 ;1k2 AFSK CW;JL3YUS;inactive
Solaras-S2;;436.450 ;145.925/437.450;;9k6 FSK;;failure
SOMP;39134;;437.485 ;437.503 ;1k2 AFSK CW*;DP0TUD;active
SOMP-2;42701;;437.405 ;;9k6 GMSK;;re-entered
SOMP-2B;47445;;435.600 ;;9k6 GMSK;DP2TUD;active
SONATE;44400;;145.840*/437.025;;9k6GMSK SSTV*;;unknown
SONATE-2;59112;145.825 ;145.880/437.025*;145.840 ;1k2AFSK/9k6*GMSK APRS SSTV CW;;active
SORTIE;45264;450.000 ;468.000 ;;;;re-entered
SO-33;25509;;437.910 ;;9k6 FSK;SEDSAT;inactive
SO-35;25636;436.291 ;145.825/2250.000;;9k6 FM;SUNSAT;inactive
SO-41;26545;;436.775 ;;9k6 FSK;SASAT1-11 12;inactive
SO-42;26549;;436.075 ;;9k6 FSK;SASAT2-11 12;inactive
SO-43;26929;;;145.820 ;9k6 FSK;STRSHN;re-entered
SO-50;27607;145.850 ;436.795 ;;FM;;active
